Outcome_Description
"[('latin', 0.3713), ('basic', 0.3335), ('syntax', 0.3322), ('translating', 0.3228), ('syntactic', 0.3198)]"
"[('greek', 0.4606), ('athenian', 0.4126), ('greece', 0.4064), ('athens', 0.3964), ('sparta', 0.3792)]"
"[('study', 0.3708), ('environment', 0.3668), ('environmental', 0.3491), ('topic', 0.3443), ('studying', 0.3377)]"
"[('slavery', 0.5021), ('slave', 0.4756), ('roman', 0.3422), ('culture', 0.3149), ('literature', 0.302)]"
"[('poverty', 0.5286), ('social', 0.3625), ('society', 0.3371), ('antiquity', 0.3296), ('charity', 0.3084)]"
"[('magician', 0.3974), ('antiquity', 0.3464), ('spell', 0.3245), ('magic', 0.3206), ('voodoo', 0.2891)]"
"[('herodotus', 0.3633), ('historian', 0.3542), ('antiquity', 0.3488), ('greek', 0.3404), ('athenian', 0.2878)]"
"[('iliad', 0.4319), ('poet', 0.3232), ('homeric', 0.3162), ('poem', 0.2864), ('homer', 0.2858)]"
"[('greek', 0.4327), ('roman', 0.3731), ('greece', 0.3449), ('culture', 0.3172), ('ancient', 0.3168)]"
"[('animal', 0.3577), ('antiquity', 0.3498), ('examines', 0.3045), ('study', 0.3032), ('pet', 0.2947)]"
"[('literary', 0.4763), ('poetry', 0.4344), ('renaissance', 0.3621), ('reading', 0.3367), ('text', 0.3311)]"
"[('leftist', 0.4292), ('ideologically', 0.387), ('ideology', 0.375), ('cultural', 0.3484), ('interdisciplinary', 0.3357)]"
"[('dissertation', 0.4584), ('scholarly', 0.4416), ('research', 0.4381), ('academic', 0.4029), ('study', 0.388)]"
"[('dissertation', 0.4713), ('research', 0.4391), ('scholarly', 0.4319), ('study', 0.403), ('academic', 0.3907)]"
"[('latin', 0.3411), ('writing', 0.3203), ('analyse', 0.3121), ('didactic', 0.3105), ('text', 0.2901)]"
"[('satirical', 0.3728), ('satire', 0.337), ('satirist', 0.2316), ('research', 0.2159), ('reading', 0.2064)]"
"[('literature', 0.4425), ('writing', 0.3841), ('prose', 0.3834), ('constantinian', 0.355), ('literary', 0.3315)]"
"[('literature', 0.5311), ('poetry', 0.4414), ('literary', 0.436), ('poetics', 0.3849), ('poetica', 0.3747)]"
"[('literature', 0.3811), ('latin', 0.3483), ('literary', 0.3075), ('linguistic', 0.2747), ('scholarship', 0.2643)]"
"[('study', 0.3979), ('philology', 0.3683), ('student', 0.3448), ('scholarly', 0.3439), ('literature', 0.3388)]"
"[('educator', 0.379), ('education', 0.3669), ('greek', 0.3433), ('athenian', 0.3323), ('teaching', 0.3065)]"
"[('greek', 0.4659), ('antiquity', 0.3506), ('linguistic', 0.3201), ('linguistically', 0.2942), ('ancient', 0.2849)]"
"[('literature', 0.4319), ('literary', 0.3381), ('greek', 0.3144), ('worship', 0.3079), ('genre', 0.3054)]"
"[('greek', 0.3776), ('literary', 0.3651), ('antiquity', 0.3648), ('poet', 0.3462), ('homeric', 0.3037)]"
"[('textual', 0.4317), ('antiquity', 0.3505), ('literary', 0.3489), ('prose', 0.3226), ('greek', 0.3129)]"
"[('archaeology', 0.4078), ('archaeological', 0.3808), ('excavation', 0.328), ('study', 0.314), ('acropolis', 0.288)]"
"[('roman', 0.3207), ('archaeology', 0.2953), ('archaeological', 0.2936), ('historian', 0.2869), ('military', 0.2816)]"
"[('carthaginian', 0.41), ('phoenician', 0.4047), ('archaeology', 0.4033), ('archaeological', 0.388), ('punic', 0.3796)]"
"[('greek', 0.4606), ('athenian', 0.4126), ('greece', 0.4064), ('athens', 0.3964), ('sparta', 0.3792)]"
"[('study', 0.3708), ('environment', 0.3668), ('environmental', 0.3491), ('topic', 0.3443), ('studying', 0.3377)]"
"[('slavery', 0.5021), ('slave', 0.4756), ('roman', 0.3422), ('culture', 0.3149), ('literature', 0.302)]"
"[('poverty', 0.5286), ('social', 0.3625), ('society', 0.3371), ('antiquity', 0.3296), ('charity', 0.3084)]"
"[('magician', 0.3974), ('antiquity', 0.3464), ('spell', 0.3245), ('magic', 0.3206), ('voodoo', 0.2891)]"
"[('herodotus', 0.3633), ('historian', 0.3542), ('antiquity', 0.3488), ('greek', 0.3404), ('athenian', 0.2878)]"
"[('iliad', 0.4319), ('poet', 0.3232), ('homeric', 0.3162), ('poem', 0.2864), ('homer', 0.2858)]"
"[('greek', 0.4327), ('roman', 0.3731), ('greece', 0.3449), ('culture', 0.3172), ('ancient', 0.3168)]"
"[('animal', 0.3577), ('antiquity', 0.3498), ('examines', 0.3045), ('study', 0.3032), ('pet', 0.2947)]"
"[('literary', 0.4763), ('poetry', 0.4344), ('renaissance', 0.3621), ('reading', 0.3367), ('text', 0.3311)]"
"[('leftist', 0.4292), ('ideologically', 0.387), ('ideology', 0.375), ('cultural', 0.3484), ('interdisciplinary', 0.3357)]"
"[('educator', 0.379), ('education', 0.3669), ('greek', 0.3433), ('athenian', 0.3323), ('teaching', 0.3065)]"
"[('greek', 0.4659), ('antiquity', 0.3506), ('linguistic', 0.3201), ('linguistically', 0.2942), ('ancient', 0.2849)]"
"[('literature', 0.4319), ('literary', 0.3381), ('greek', 0.3144), ('worship', 0.3079), ('genre', 0.3054)]"
"[('greek', 0.3776), ('literary', 0.3651), ('antiquity', 0.3648), ('poet', 0.3462), ('homeric', 0.3037)]"
"[('textual', 0.4317), ('antiquity', 0.3505), ('literary', 0.3489), ('prose', 0.3226), ('greek', 0.3129)]"
"[('latin', 0.3411), ('writing', 0.3203), ('analyse', 0.3121), ('didactic', 0.3105), ('text', 0.2901)]"
"[('satirical', 0.3728), ('satire', 0.337), ('satirist', 0.2316), ('research', 0.2159), ('reading', 0.2064)]"
"[('literature', 0.4425), ('writing', 0.3841), ('prose', 0.3834), ('constantinian', 0.355), ('literary', 0.3315)]"
"[('literature', 0.5311), ('poetry', 0.4414), ('literary', 0.436), ('poetics', 0.3849), ('poetica', 0.3747)]"
"[('literature', 0.3811), ('latin', 0.3483), ('literary', 0.3075), ('linguistic', 0.2747), ('scholarship', 0.2643)]"
"[('dissertation', 0.4506), ('scholarly', 0.4467), ('research', 0.444), ('academic', 0.3984), ('study', 0.3941)]"
"[('archaeology', 0.4078), ('archaeological', 0.3808), ('excavation', 0.328), ('study', 0.314), ('acropolis', 0.288)]"
"[('roman', 0.3207), ('archaeology', 0.2953), ('archaeological', 0.2936), ('historian', 0.2869), ('military', 0.2816)]"
"[('carthaginian', 0.41), ('phoenician', 0.4047), ('archaeology', 0.4033), ('archaeological', 0.388), ('punic', 0.3796)]"
"[('greek', 0.4606), ('athenian', 0.4126), ('greece', 0.4064), ('athens', 0.3964), ('sparta', 0.3792)]"
"[('study', 0.3708), ('environment', 0.3668), ('environmental', 0.3491), ('topic', 0.3443), ('studying', 0.3377)]"
"[('slavery', 0.5021), ('slave', 0.4756), ('roman', 0.3422), ('culture', 0.3149), ('literature', 0.302)]"
"[('poverty', 0.5286), ('social', 0.3625), ('society', 0.3371), ('antiquity', 0.3296), ('charity', 0.3084)]"
"[('magician', 0.3974), ('antiquity', 0.3464), ('spell', 0.3245), ('magic', 0.3206), ('voodoo', 0.2891)]"
"[('herodotus', 0.3633), ('historian', 0.3542), ('antiquity', 0.3488), ('greek', 0.3404), ('athenian', 0.2878)]"
"[('iliad', 0.4319), ('poet', 0.3232), ('homeric', 0.3162), ('poem', 0.2864), ('homer', 0.2858)]"
"[('greek', 0.4327), ('roman', 0.3731), ('greece', 0.3449), ('culture', 0.3172), ('ancient', 0.3168)]"
"[('animal', 0.3577), ('antiquity', 0.3498), ('examines', 0.3045), ('study', 0.3032), ('pet', 0.2947)]"
"[('literary', 0.4763), ('poetry', 0.4344), ('renaissance', 0.3621), ('reading', 0.3367), ('text', 0.3311)]"
"[('leftist', 0.4292), ('ideologically', 0.387), ('ideology', 0.375), ('cultural', 0.3484), ('interdisciplinary', 0.3357)]"
"[('macroeconomics', 0.4371), ('macroeconomic', 0.4185), ('economy', 0.3331), ('unemployment', 0.2858), ('employment', 0.2826)]"
"[('microeconomics', 0.5705), ('microeconomic', 0.5545), ('market', 0.4163), ('consumer', 0.3645), ('demand', 0.3523)]"
"[('academic', 0.4382), ('student', 0.4173), ('study', 0.3864), ('transitioning', 0.3741), ('pedagogical', 0.3732)]"
"[('microeconomics', 0.5503), ('microeconomic', 0.5431), ('economics', 0.4212), ('economic', 0.3643), ('study', 0.3019)]"
"[('macroeconomic', 0.4758), ('economics', 0.3538), ('study', 0.3399), ('economic', 0.339), ('basic', 0.2957)]"
"[('statistical', 0.3715), ('assessment', 0.3524), ('statistic', 0.3476), ('analyse', 0.3034), ('basic', 0.2984)]"
"[('calculus', 0.3472), ('economics', 0.3406), ('mathematical', 0.3364), ('multivariate', 0.3048), ('implement', 0.3035)]"
"[('pedagogy', 0.4348), ('teaching', 0.4147), ('academic', 0.3919), ('student', 0.3841), ('programme', 0.3506)]"
"[('econometrics', 0.488), ('econometric', 0.4816), ('regression', 0.3831), ('economics', 0.3426), ('student', 0.3378)]"
"[('strategic', 0.4917), ('strategy', 0.3769), ('bargaining', 0.3234), ('market', 0.2856), ('economic', 0.2841)]"
"[('economist', 0.3727), ('economics', 0.3252), ('growth', 0.3081), ('economic', 0.3058), ('study', 0.301)]"
"[('economics', 0.4154), ('economic', 0.3663), ('mathematical', 0.3626), ('optimization', 0.3127), ('calculus', 0.3022)]"
"[('contracting', 0.5015), ('contract', 0.3727), ('macroeconomics', 0.3105), ('labour', 0.2859), ('information', 0.2656)]"
"[('macroeconomics', 0.4939), ('macroeconomic', 0.4929), ('economic', 0.372), ('fluctuation', 0.3709), ('economics', 0.3525)]"
"[('economics', 0.478), ('programming', 0.437), ('economic', 0.4099), ('mathematica', 0.3868), ('student', 0.3471)]"
"[('regression', 0.3023), ('model', 0.2723), ('ec3301', 0.2565), ('knowledge', 0.2505), ('data', 0.2162)]"
"[('globalization', 0.3592), ('economics', 0.3557), ('econometric', 0.3425), ('globalisation', 0.3343), ('economic', 0.3299)]"
"[('behavioural', 0.4169), ('microeconomics', 0.4005), ('economics', 0.363), ('behaviour', 0.3507), ('strategic', 0.3145)]"
"[('market', 0.4316), ('industry', 0.4176), ('economics', 0.4028), ('economic', 0.397), ('industrial', 0.3957)]"
"[('macroeconomics', 0.4221), ('macroeconomic', 0.3983), ('international', 0.3237), ('economy', 0.2898), ('financial', 0.2734)]"
"[('globalization', 0.4239), ('economic', 0.3843), ('economy', 0.3777), ('economics', 0.3537), ('interdependence', 0.2999)]"
"[('employment', 0.2882), ('labour', 0.2646), ('economist', 0.2633), ('student', 0.2428), ('topic', 0.2417)]"
"[('fiscal', 0.3542), ('monetary', 0.3367), ('bank', 0.2435), ('inflation', 0.2367), ('economy', 0.227)]"
"[('tax', 0.4318), ('redistribution', 0.43), ('regulation', 0.3182), ('efficiency', 0.2865), ('microeconomic', 0.2846)]"
"[('innovation', 0.5118), ('patent', 0.3949), ('innovate', 0.3879), ('development', 0.3656), ('economic', 0.3656)]"
"[('finance', 0.3788), ('financial', 0.3196), ('risk', 0.2654), ('uncertainty', 0.2099), ('standard', 0.1866)]"
"[('corporate', 0.3652), ('valuation', 0.3304), ('corporation', 0.3129), ('financing', 0.3124), ('financial', 0.2996)]"
"[('livelihood', 0.417), ('ngo', 0.4034), ('poverty', 0.3876), ('economics', 0.3828), ('microeconomic', 0.3694)]"
"[('emigration', 0.554), ('migration', 0.5131), ('migrate', 0.4725), ('immigration', 0.4512), ('migrant', 0.4493)]"
"[('causal', 0.4471), ('econometric', 0.4428), ('causality', 0.4174), ('analyse', 0.3383), ('economics', 0.3314)]"
"[('excel', 0.391), ('finance', 0.3526), ('programming', 0.3498), ('vba', 0.3332), ('modelling', 0.3226)]"
"[('economist', 0.387), ('econometric', 0.3711), ('economic', 0.3698), ('economy', 0.3443), ('microeconomics', 0.3401)]"
"[('healthcare', 0.3787), ('economics', 0.3531), ('insurance', 0.3141), ('economic', 0.3096), ('study', 0.3049)]"
"[('portfolio', 0.5244), ('student', 0.3365), ('asset', 0.3264), ('equity', 0.2903), ('management', 0.2736)]"
"[('education', 0.4296), ('economics', 0.3844), ('economic', 0.3472), ('microeconomic', 0.3307), ('income', 0.3285)]"
"[('module', 0.386), ('finance', 0.3652), ('financial', 0.3189), ('microfinance', 0.279), ('development', 0.273)]"
"[('dissertation', 0.4306), ('research', 0.3653), ('literature', 0.3338), ('topic', 0.3226), ('economics', 0.318)]"
"[('study', 0.4138), ('research', 0.3837), ('economics', 0.3784), ('literature', 0.36), ('economic', 0.3598)]"
"[('literature', 0.4886), ('literary', 0.4259), ('poetry', 0.4053), ('reading', 0.4025), ('prose', 0.3773)]"
"[('essay', 0.4527), ('literature', 0.4091), ('develop', 0.3712), ('discourse', 0.3644), ('socio', 0.3196)]"
"[('academic', 0.4382), ('student', 0.4173), ('study', 0.3864), ('transitioning', 0.3741), ('pedagogical', 0.3732)]"
"[('literature', 0.402), ('reading', 0.3907), ('study', 0.3623), ('essay', 0.3418), ('examination', 0.3266)]"
"[('theatre', 0.4401), ('essay', 0.3792), ('text', 0.3717), ('theatrical', 0.3561), ('seminar', 0.3188)]"
"[('pedagogy', 0.4348), ('teaching', 0.4147), ('academic', 0.3919), ('student', 0.3841), ('programme', 0.3506)]"
"[('poetry', 0.4869), ('poet', 0.486), ('poem', 0.4164), ('diversity', 0.3712), ('poetic', 0.3245)]"
"[('critically', 0.3813), ('writing', 0.3508), ('critical', 0.3114), ('novel', 0.3105), ('reconstruction', 0.3095)]"
"[('literate', 0.4693), ('medieval', 0.4464), ('reading', 0.4024), ('reader', 0.3933), ('manuscript', 0.3912)]"
"[('woolf', 0.4779), ('essay', 0.3921), ('biography', 0.348), ('novel', 0.3475), ('fiction', 0.3471)]"
"[('literature', 0.4716), ('reading', 0.403), ('poetry', 0.3764), ('manuscript', 0.375), ('literary', 0.3608)]"
"[('literature', 0.5234), ('literary', 0.4113), ('medieval', 0.362), ('text', 0.3562), ('canterbury', 0.3395)]"
"[('literature', 0.5196), ('literary', 0.4266), ('medieval', 0.3785), ('scottish', 0.3447), ('poem', 0.3266)]"
"[('literature', 0.5109), ('writing', 0.4482), ('literary', 0.4179), ('poem', 0.38), ('study', 0.3799)]"
"[('shakespeare', 0.4178), ('reading', 0.361), ('poetry', 0.3326), ('text', 0.3173), ('tragedy', 0.305)]"
"[('theatre', 0.542), ('theatrical', 0.4768), ('presentation', 0.3892), ('presentational', 0.3878), ('stage', 0.3712)]"
"[('literature', 0.4626), ('reading', 0.3917), ('knowledge', 0.3727), ('essay', 0.3557), ('literary', 0.3399)]"
"[('literature', 0.5358), ('textual', 0.4488), ('literary', 0.4066), ('essay', 0.3932), ('reading', 0.387)]"
"[('renaissance', 0.4536), ('literature', 0.4225), ('reading', 0.3514), ('study', 0.3491), ('essay', 0.3468)]"
"[('literature', 0.4592), ('reading', 0.3401), ('knowledge', 0.3088), ('presentation', 0.3087), ('text', 0.2919)]"
"[('victorian', 0.5334), ('novelistic', 0.458), ('modernist', 0.3815), ('genre', 0.3666), ('literary', 0.3431)]"
"[('austen', 0.4994), ('novelistic', 0.4044), ('contemporary', 0.326), ('novel', 0.3136), ('eighteenth', 0.3008)]"
"[('literature', 0.4337), ('spiritual', 0.3666), ('enlightenment', 0.3542), ('literary', 0.3417), ('philosophy', 0.3396)]"
"[('poetry', 0.4914), ('poet', 0.4694), ('poem', 0.4154), ('victorian', 0.368), ('thematic', 0.3676)]"
"[('novelist', 0.4401), ('gothic', 0.3908), ('writing', 0.3835), ('essay', 0.3473), ('cultural', 0.3325)]"
"[('literature', 0.4573), ('newspaper', 0.4291), ('publishing', 0.3771), ('periodical', 0.3623), ('reader', 0.3552)]"
"[('postcolonial', 0.572), ('postcolonialism', 0.5672), ('literature', 0.5476), ('literary', 0.4314), ('writer', 0.4078)]"
"[('dissertation', 0.4729), ('study', 0.402), ('postgraduate', 0.3946), ('academic', 0.3613), ('bibliographical', 0.3426)]"
"[('poetry', 0.4869), ('poet', 0.486), ('poem', 0.4164), ('diversity', 0.3712), ('poetic', 0.3245)]"
"[('critically', 0.3813), ('writing', 0.3508), ('critical', 0.3114), ('novel', 0.3105), ('reconstruction', 0.3095)]"
"[('literate', 0.4693), ('medieval', 0.4464), ('reading', 0.4024), ('reader', 0.3933), ('manuscript', 0.3912)]"
"[('woolf', 0.4779), ('essay', 0.3921), ('biography', 0.348), ('novel', 0.3475), ('fiction', 0.3471)]"
"[('literature', 0.4716), ('reading', 0.403), ('poetry', 0.3764), ('manuscript', 0.375), ('literary', 0.3608)]"
"[('literature', 0.5234), ('literary', 0.4113), ('medieval', 0.362), ('text', 0.3562), ('canterbury', 0.3395)]"
"[('literature', 0.5196), ('literary', 0.4266), ('medieval', 0.3785), ('scottish', 0.3447), ('poem', 0.3266)]"
"[('literature', 0.5109), ('writing', 0.4482), ('literary', 0.4179), ('poem', 0.38), ('study', 0.3799)]"
"[('shakespeare', 0.4178), ('reading', 0.361), ('poetry', 0.3326), ('text', 0.3173), ('tragedy', 0.305)]"
"[('theatre', 0.542), ('theatrical', 0.4768), ('presentation', 0.3892), ('presentational', 0.3878), ('stage', 0.3712)]"
"[('literature', 0.4626), ('reading', 0.3917), ('knowledge', 0.3727), ('essay', 0.3557), ('literary', 0.3399)]"
"[('literature', 0.5358), ('textual', 0.4488), ('literary', 0.4066), ('essay', 0.3932), ('reading', 0.387)]"
"[('renaissance', 0.4536), ('literature', 0.4225), ('reading', 0.3514), ('study', 0.3491), ('essay', 0.3468)]"
"[('literature', 0.4592), ('reading', 0.3401), ('knowledge', 0.3088), ('presentation', 0.3087), ('text', 0.2919)]"
"[('victorian', 0.5334), ('novelistic', 0.458), ('modernist', 0.3815), ('genre', 0.3666), ('literary', 0.3431)]"
"[('austen', 0.4994), ('novelistic', 0.4044), ('contemporary', 0.326), ('novel', 0.3136), ('eighteenth', 0.3008)]"
"[('literature', 0.4337), ('spiritual', 0.3666), ('enlightenment', 0.3542), ('literary', 0.3417), ('philosophy', 0.3396)]"
"[('poetry', 0.4914), ('poet', 0.4694), ('poem', 0.4154), ('victorian', 0.368), ('thematic', 0.3676)]"
"[('novelist', 0.4401), ('gothic', 0.3908), ('writing', 0.3835), ('essay', 0.3473), ('cultural', 0.3325)]"
"[('literature', 0.4573), ('newspaper', 0.4291), ('publishing', 0.3771), ('periodical', 0.3623), ('reader', 0.3552)]"
"[('postcolonial', 0.572), ('postcolonialism', 0.5672), ('literature', 0.5476), ('literary', 0.4314), ('writer', 0.4078)]"
"[('cinema', 0.4475), ('cinematography', 0.4345), ('film', 0.3728), ('cinematic', 0.3495), ('genre', 0.3265)]"
"[('cinema', 0.4685), ('film', 0.4013), ('module', 0.3455), ('researching', 0.3376), ('technological', 0.3173)]"
"[('academic', 0.4382), ('student', 0.4173), ('study', 0.3864), ('transitioning', 0.3741), ('pedagogical', 0.3732)]"
"[('cinema', 0.5113), ('module', 0.4073), ('film', 0.4054), ('philosophical', 0.3594), ('cultural', 0.3311)]"
"[('study', 0.3747), ('culture', 0.372), ('student', 0.3608), ('scholarship', 0.3605), ('disciplinary', 0.3551)]"
"[('pedagogy', 0.4348), ('teaching', 0.4147), ('academic', 0.3919), ('student', 0.3841), ('programme', 0.3506)]"
"[('dissertation', 0.6487), ('study', 0.3726), ('guidance', 0.3294), ('develop', 0.3054), ('guideline', 0.2958)]"
"[('cinema', 0.4517), ('environment', 0.3923), ('film', 0.3907), ('documentary', 0.3629), ('honour', 0.3535)]"
